"Name","ID","logFC","logCPM","PValue","FDR","Direction","t"
"ADAMTS2","ENSG00000087116",0.417275035754508,1.30309360237736,4.45886574191578e-10,6.96519417544665e-06,"UP",6.33930100176959
"GFAP","ENSG00000131095",0.420409468833906,8.63083187807716,1.11326031124968e-09,8.69511966101562e-06,"UP",6.18760891608361
"LINC01094","ENSG00000251442",0.450192057802646,2.9767734007099,1.9093801118152e-09,9.94214224222176e-06,"UP",6.09669467250664
"ZNF592","ENSG00000166716",0.119286947773866,3.50893649914592,5.91903114707533e-08,0.000189126773380757,"NONE",5.48869952633301
"TFDP2","ENSG00000114126",0.16640370079136,3.74384193612153,6.05360647144092e-08,0.000189126773380757,"UP",5.48453222153711
"MDK","ENSG00000110492",-0.288416342743957,2.86809387049475,8.33746242346878e-08,0.00021706583419501,"DOWN",-5.42490068917212
"TMCC2","ENSG00000133069",0.1656292984499,4.93757872755501,1.10336834320167e-07,0.000223454045267375,"UP",5.37224277785668
"SLC6A9","ENSG00000196517",0.265446688595275,2.72701387479355,1.14437767245311e-07,0.000223454045267375,"UP",5.36535209398402
"HMGN2","ENSG00000198830",-0.25209673710169,4.81359015137952,1.84566279533541e-07,0.00032034553917705,"DOWN",-5.27439377660721
"CLIP2","ENSG00000106665",0.127319224685981,5.22328102232659,3.10175663975463e-07,0.000484525404696071,"NONE",5.17406468146113
"FANCC","ENSG00000158169",0.186583733674171,1.62275234404844,4.43318196051809e-07,0.000612668882773241,"UP",5.104065956613
"SLC4A11","ENSG00000088836",0.366362836631149,1.73781761166264,4.70650188418084e-07,0.000612668882773241,"UP",5.09225995042983
"ORAI2","ENSG00000160991",0.198541965378534,3.74938352758378,1.503428704204e-06,0.00168921120613837,"UP",4.85824486949401
"JUND","ENSG00000130522",0.137179470685925,6.0656566864963,1.51392080442592e-06,0.00168921120613837,"NONE",4.8568145813305
"MPV17L2","ENSG00000254858",-0.136287186232556,2.65135702244395,1.62422965896806e-06,0.00169147276684934,"NONE",-4.84232987067937
"HMGN1","ENSG00000205581",-0.147946632381887,4.34786196447062,1.8582648024014e-06,0.00170208773374486,"DOWN",-4.81450297524681
"DNAJC19","ENSG00000205981",-0.0761459693041182,3.9760826024803,1.90926819234631e-06,0.00170208773374486,"NONE",-4.80888891954192
"MTF1","ENSG00000188786",0.0900797531483728,3.13189859932637,1.96410924941419e-06,0.00170208773374486,"NONE",4.80301135611958
"PRR13","ENSG00000205352",-0.122404496130453,3.96855308733457,2.07026867301404e-06,0.00170208773374486,"NONE",-4.79206963816852
"CBX5","ENSG00000094916",0.0716387856168685,4.25888341577379,2.57738107233893e-06,0.00199887739290223,"NONE",4.74629652868213
"CCDC14","ENSG00000175455",-0.105803054805854,2.96183102232507,2.68717913391887e-06,0.00199887739290223,"NONE",-4.73753794444161
"PDCD6","ENSG00000249915",-0.0987325706521247,3.44731399861496,2.92010621276872e-06,0.00200347845312265,"NONE",-4.72004406082204
"RANBP10","ENSG00000141084",-0.0880357449772977,3.04213450286177,3.00468851493948e-06,0.00200347845312265,"NONE",-4.71402220763622
"GIGYF2","ENSG00000204120",0.0730990617767557,3.53510170343163,3.16861629161359e-06,0.00200347845312265,"NONE",4.70280172475859
"RPL15","ENSG00000174748",-0.0728140619373194,6.02447673083289,3.20638635990438e-06,0.00200347845312265,"NONE",-4.70029567648379
"MYCBPAP","ENSG00000136449",-0.197685002846466,1.29457711830362,3.41350850200006e-06,0.00205086216575934,"DOWN",-4.68703828742362
"SUPT7L","ENSG00000119760",-0.0780892750563433,4.1233395716709,3.99222774104901e-06,0.00230972553862691,"NONE",-4.65372818385527
